Bergen,60.3913,5.3221
Bodø,67.2827,14.3751
Drammen,59.744,10.2045
Kristiansand,58.1462,7.9957
Tromsø,69.6496,18.956
Trondheim,63.4305,10.3951
Oslo,59.9139,10.7522
